sample_id,group_id,group_name,relative_path,path,split,image_width,image_height,bbox_x,bbox_y,bbox_w,bbox_h,num_keypoints,keypoints_json,dataset_name,source,source_code,annotation_id,image_id,category_id,segmentation_json
mtddh_kp::Dataset1/Keypoints/Train/a155.jpg,mtddh_kp::a155,a155,Dataset1/Keypoints/Train/a155.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a155.jpg,train,1193,891,105.0,30.0,918.0,674.0,8,"[259, 378, 2, 359, 407, 2, 298, 451, 2, 295, 497, 2, 865, 333, 2, 779, 375, 2, 839, 410, 2, 845, 448, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2728,2798,1,"[[1022.7, 30.3, 1022.7, 703.6, 105.1, 703.6, 105.1, 30.3]]"
mtddh_kp::Dataset1/Keypoints/Train/a156.jpg,mtddh_kp::a156,a156,Dataset1/Keypoints/Train/a156.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a156.jpg,train,1701,1341,270.0,204.0,1041.0,858.0,8,"[470, 597, 2, 578, 639, 2, 526, 697, 2, 505, 738, 2, 1134, 587, 1, 1026, 624, 2, 1093, 678, 2, 1117, 723, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2729,2799,1,"[[1310.7, 204.4, 1310.7, 1062.4, 269.7, 1062.4, 269.7, 204.4]]"
mtddh_kp::Dataset1/Keypoints/Train/a158.jpg,mtddh_kp::a158,a158,Dataset1/Keypoints/Train/a158.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a158.jpg,train,2136,1400,492.0,113.0,1163.0,890.0,8,"[656, 512, 2, 790, 552, 2, 720, 603, 2, 706, 653, 2, 1454, 510, 2, 1334, 555, 2, 1407, 600, 2, 1422, 657, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2730,2800,1,"[[1654.7, 112.5, 1654.7, 1002.8, 492.3, 1002.8, 492.3, 112.5]]"
mtddh_kp::Dataset1/Keypoints/Train/a159.jpg,mtddh_kp::a159,a159,Dataset1/Keypoints/Train/a159.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a159.jpg,train,1386,1098,150.0,70.0,1070.0,777.0,8,"[321, 519, 2, 438, 547, 2, 377, 580, 2, 361, 625, 2, 1054, 466, 2, 926, 510, 2, 1003, 524, 2, 1027, 564, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2731,2801,1,"[[1219.6, 69.8, 1219.6, 847.2, 149.6, 847.2, 149.6, 69.8]]"
mtddh_kp::Dataset1/Keypoints/Train/a16.jpg,mtddh_kp::a16,a16,Dataset1/Keypoints/Train/a16.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a16.jpg,train,1490,1256,159.0,162.0,1129.0,883.0,8,"[323, 639, 2, 484, 696, 2, 393, 738, 2, 384, 782, 2, 1127, 641, 2, 983, 690, 2, 1079, 729, 2, 1089, 774, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2732,2802,1,"[[1287.6, 162.3, 1287.6, 1045.2, 159.0, 1045.2, 159.0, 162.3]]"
mtddh_kp::Dataset1/Keypoints/Train/a160.jpg,mtddh_kp::a160,a160,Dataset1/Keypoints/Train/a160.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a160.jpg,train,1597,1284,292.0,47.0,1048.0,813.0,8,"[452, 416, 2, 567, 474, 2, 483, 506, 1, 465, 561, 2, 1143, 440, 2, 1031, 488, 2, 1135, 526, 1, 1137, 581, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2733,2803,1,"[[1339.9, 46.9, 1339.9, 860.2, 292.0, 860.2, 292.0, 46.9]]"
mtddh_kp::Dataset1/Keypoints/Train/a161.jpg,mtddh_kp::a161,a161,Dataset1/Keypoints/Train/a161.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a161.jpg,train,1889,1437,441.0,184.0,1189.0,832.0,8,"[651, 565, 2, 774, 610, 2, 690, 665, 2, 673, 712, 2, 1396, 568, 2, 1269, 619, 2, 1356, 672, 2, 1371, 714, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2734,2804,1,"[[1630.0, 183.9, 1630.0, 1016.3, 440.5, 1016.3, 440.5, 183.9]]"
mtddh_kp::Dataset1/Keypoints/Train/a162.jpg,mtddh_kp::a162,a162,Dataset1/Keypoints/Train/a162.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a162.jpg,train,1810,1323,409.0,198.0,1095.0,830.0,8,"[591, 578, 2, 694, 628, 2, 623, 680, 2, 607, 733, 2, 1316, 576, 2, 1197, 629, 2, 1275, 672, 2, 1300, 720, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2735,2805,1,"[[1503.7, 198.2, 1503.7, 1027.7, 408.6, 1027.7, 408.6, 198.2]]"
mtddh_kp::Dataset1/Keypoints/Train/a165.jpg,mtddh_kp::a165,a165,Dataset1/Keypoints/Train/a165.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a165.jpg,train,1784,1440,157.0,157.0,1448.0,1021.0,8,"[380, 634, 2, 530, 697, 2, 430, 750, 2, 426, 810, 2, 1290, 634, 2, 1148, 695, 2, 1249, 750, 2, 1257, 807, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2736,2806,1,"[[1604.9, 156.5, 1604.9, 1177.9, 157.1, 1177.9, 157.1, 156.5]]"
mtddh_kp::Dataset1/Keypoints/Train/a166.jpg,mtddh_kp::a166,a166,Dataset1/Keypoints/Train/a166.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a166.jpg,train,1444,972,135.0,43.0,1078.0,782.0,8,"[313, 448, 2, 438, 487, 2, 358, 538, 2, 342, 585, 2, 1059, 412, 2, 941, 463, 2, 1020, 505, 2, 1038, 553, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2737,2807,1,"[[1213.2, 43.0, 1213.2, 825.1, 134.6, 825.1, 134.6, 43.0]]"
mtddh_kp::Dataset1/Keypoints/Train/a167.jpg,mtddh_kp::a167,a167,Dataset1/Keypoints/Train/a167.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a167.jpg,train,1561,1063,198.0,74.0,1107.0,835.0,8,"[366, 500, 2, 488, 564, 2, 399, 571, 2, 384, 611, 2, 1119, 508, 2, 986, 576, 2, 1071, 597, 2, 1084, 636, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2738,2808,1,"[[1305.4, 74.4, 1305.4, 909.2, 198.3, 909.2, 198.3, 74.4]]"
mtddh_kp::Dataset1/Keypoints/Train/a168.jpg,mtddh_kp::a168,a168,Dataset1/Keypoints/Train/a168.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a168.jpg,train,1261,932,139.0,76.0,927.0,686.0,8,"[284, 394, 2, 393, 442, 2, 314, 479, 2, 309, 521, 2, 935, 411, 2, 828, 453, 2, 894, 497, 2, 904, 540, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2739,2809,1,"[[1065.5, 76.1, 1065.5, 762.3, 139.3, 762.3, 139.3, 76.1]]"
mtddh_kp::Dataset1/Keypoints/Train/a169.jpg,mtddh_kp::a169,a169,Dataset1/Keypoints/Train/a169.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a169.jpg,train,1818,1380,338.0,164.0,1141.0,816.0,8,"[494, 584, 2, 628, 633, 2, 555, 678, 2, 546, 727, 2, 1265, 541, 2, 1138, 605, 2, 1211, 641, 2, 1237, 688, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2740,2810,1,"[[1478.5, 164.2, 1478.5, 979.6, 337.9, 979.6, 337.9, 164.2]]"
mtddh_kp::Dataset1/Keypoints/Train/a17.jpg,mtddh_kp::a17,a17,Dataset1/Keypoints/Train/a17.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a17.jpg,train,1196,884,189.0,128.0,792.0,600.0,8,"[296, 378, 2, 393, 410, 2, 328, 448, 2, 318, 492, 2, 881, 395, 2, 780, 430, 2, 840, 471, 2, 846, 511, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2741,2811,1,"[[981.0, 127.9, 981.0, 727.6, 189.0, 727.6, 189.0, 127.9]]"
mtddh_kp::Dataset1/Keypoints/Train/a171.jpg,mtddh_kp::a171,a171,Dataset1/Keypoints/Train/a171.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a171.jpg,train,1189,773,175.0,82.0,863.0,643.0,8,"[305, 415, 2, 413, 451, 2, 341, 486, 2, 333, 523, 2, 907, 419, 2, 801, 452, 2, 874, 485, 2, 876, 524, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2742,2812,1,"[[1037.9, 82.0, 1037.9, 724.8, 175.1, 724.8, 175.1, 82.0]]"
mtddh_kp::Dataset1/Keypoints/Train/a172.jpg,mtddh_kp::a172,a172,Dataset1/Keypoints/Train/a172.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a172.jpg,train,1012,719,82.0,78.0,821.0,588.0,8,"[218, 386, 2, 322, 422, 2, 257, 452, 2, 257, 485, 2, 806, 368, 2, 694, 420, 2, 767, 443, 2, 772, 476, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2743,2813,1,"[[902.7, 78.1, 902.7, 665.9, 81.7, 665.9, 81.7, 78.1]]"
mtddh_kp::Dataset1/Keypoints/Train/a173.jpg,mtddh_kp::a173,a173,Dataset1/Keypoints/Train/a173.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a173.jpg,train,908,668,99.0,81.0,679.0,533.0,8,"[240, 343, 2, 307, 376, 2, 264, 402, 2, 242, 435, 2, 670, 336, 2, 600, 368, 2, 641, 392, 2, 659, 423, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2744,2814,1,"[[777.8, 81.2, 777.8, 613.5, 98.5, 613.5, 98.5, 81.2]]"
mtddh_kp::Dataset1/Keypoints/Train/a174.jpg,mtddh_kp::a174,a174,Dataset1/Keypoints/Train/a174.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a174.jpg,train,1222,956,172.0,114.0,883.0,700.0,8,"[324, 444, 2, 430, 481, 2, 358, 524, 2, 341, 572, 2, 954, 431, 2, 860, 474, 2, 940, 513, 2, 946, 560, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2745,2815,1,"[[1054.7, 113.7, 1054.7, 814.0, 172.3, 814.0, 172.3, 113.7]]"
mtddh_kp::Dataset1/Keypoints/Train/a175.jpg,mtddh_kp::a175,a175,Dataset1/Keypoints/Train/a175.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a175.jpg,train,1348,949,213.0,104.0,902.0,670.0,8,"[350, 419, 2, 452, 459, 2, 380, 496, 2, 373, 532, 2, 943, 407, 2, 849, 457, 2, 922, 485, 2, 932, 518, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2746,2816,1,"[[1114.5, 104.3, 1114.5, 773.8, 212.9, 773.8, 212.9, 104.3]]"
mtddh_kp::Dataset1/Keypoints/Train/a176.jpg,mtddh_kp::a176,a176,Dataset1/Keypoints/Train/a176.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a176.jpg,train,2262,1669,238.0,218.0,1659.0,1229.0,8,"[553, 862, 2, 732, 892, 2, 623, 971, 2, 619, 1045, 2, 1601, 767, 2, 1433, 833, 2, 1551, 896, 2, 1570, 963, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2747,2817,1,"[[1897.1, 217.9, 1897.1, 1446.8, 238.4, 1446.8, 238.4, 217.9]]"
mtddh_kp::Dataset1/Keypoints/Train/a177.jpg,mtddh_kp::a177,a177,Dataset1/Keypoints/Train/a177.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a177.jpg,train,1565,1232,186.0,121.0,1162.0,999.0,8,"[388, 674, 2, 522, 703, 2, 454, 741, 2, 444, 788, 2, 1179, 599, 2, 1035, 659, 2, 1142, 682, 2, 1143, 725, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2748,2818,1,"[[1348.0, 121.2, 1348.0, 1120.3, 185.5, 1120.3, 185.5, 121.2]]"
mtddh_kp::Dataset1/Keypoints/Train/a178.jpg,mtddh_kp::a178,a178,Dataset1/Keypoints/Train/a178.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a178.jpg,train,843,604,83.0,38.0,634.0,477.0,8,"[171, 227, 2, 239, 268, 2, 199, 308, 2, 185, 331, 2, 610, 291, 2, 540, 304, 2, 578, 355, 2, 586, 381, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2749,2819,1,"[[717.4, 38.4, 717.4, 515.0, 82.9, 515.0, 82.9, 38.4]]"
mtddh_kp::Dataset1/Keypoints/Train/a179.jpg,mtddh_kp::a179,a179,Dataset1/Keypoints/Train/a179.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a179.jpg,train,1068,824,105.0,95.0,806.0,641.0,8,"[239, 413, 2, 341, 454, 2, 269, 481, 2, 271, 520, 2, 808, 403, 2, 704, 451, 2, 779, 469, 2, 781, 506, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2750,2820,1,"[[911.2, 94.8, 911.2, 735.5, 105.0, 735.5, 105.0, 94.8]]"
mtddh_kp::Dataset1/Keypoints/Train/a18.jpg,mtddh_kp::a18,a18,Dataset1/Keypoints/Train/a18.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a18.jpg,train,1428,1148,218.0,137.0,967.0,752.0,8,"[370, 507, 2, 490, 548, 2, 442, 610, 2, 412, 664, 2, 1039, 441, 2, 931, 498, 2, 1006, 547, 2, 1037, 604, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2751,2821,1,"[[1184.8, 136.6, 1184.8, 888.8, 218.3, 888.8, 218.3, 136.6]]"
mtddh_kp::Dataset1/Keypoints/Train/a180.jpg,mtddh_kp::a180,a180,Dataset1/Keypoints/Train/a180.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a180.jpg,train,1118,792,81.0,45.0,893.0,629.0,8,"[216, 392, 2, 340, 405, 2, 278, 458, 2, 273, 494, 2, 848, 332, 2, 747, 376, 2, 815, 409, 2, 826, 447, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2752,2822,1,"[[974.3, 44.5, 974.3, 673.6, 81.2, 673.6, 81.2, 44.5]]"
mtddh_kp::Dataset1/Keypoints/Train/a183.jpg,mtddh_kp::a183,a183,Dataset1/Keypoints/Train/a183.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a183.jpg,train,1049,761,192.0,78.0,740.0,596.0,8,"[273, 358, 2, 368, 403, 2, 303, 428, 2, 296, 459, 2, 852, 403, 2, 741, 435, 2, 817, 466, 2, 817, 499, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2753,2823,1,"[[931.6, 77.8, 931.6, 674.4, 192.0, 674.4, 192.0, 77.8]]"
mtddh_kp::Dataset1/Keypoints/Train/a184.jpg,mtddh_kp::a184,a184,Dataset1/Keypoints/Train/a184.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a184.jpg,train,1075,692,176.0,17.0,707.0,531.0,8,"[257, 322, 2, 346, 344, 2, 286, 387, 2, 286, 418, 2, 784, 267, 2, 690, 307, 2, 768, 333, 2, 775, 366, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2754,2824,1,"[[882.7, 17.3, 882.7, 548.2, 176.3, 548.2, 176.3, 17.3]]"
mtddh_kp::Dataset1/Keypoints/Train/a185.jpg,mtddh_kp::a185,a185,Dataset1/Keypoints/Train/a185.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a185.jpg,train,1020,744,119.0,69.0,785.0,557.0,8,"[242, 376, 2, 331, 395, 2, 295, 439, 2, 279, 472, 2, 776, 317, 2, 695, 360, 2, 746, 386, 2, 759, 416, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2755,2825,1,"[[904.2, 69.3, 904.2, 625.8, 118.8, 625.8, 118.8, 69.3]]"
mtddh_kp::Dataset1/Keypoints/Train/a187.jpg,mtddh_kp::a187,a187,Dataset1/Keypoints/Train/a187.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a187.jpg,train,2994,2514,518.0,280.0,2042.0,1857.0,8,"[869, 1188, 2, 1127, 1275, 2, 993, 1273, 2, 988, 1359, 2, 2226, 1256, 2, 1960, 1301, 2, 2093, 1361, 2, 2096, 1434, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2756,2826,1,"[[2560.3, 279.6, 2560.3, 2137.3, 518.2, 2137.3, 518.2, 279.6]]"
mtddh_kp::Dataset1/Keypoints/Train/a188.jpg,mtddh_kp::a188,a188,Dataset1/Keypoints/Train/a188.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a188.jpg,train,1453,1020,278.0,114.0,948.0,693.0,8,"[420, 472, 2, 526, 506, 2, 473, 561, 1, 449, 603, 2, 1065, 376, 2, 976, 444, 2, 1070, 464, 1, 1086, 507, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2757,2827,1,"[[1226.2, 113.5, 1226.2, 806.8, 278.2, 806.8, 278.2, 113.5]]"
mtddh_kp::Dataset1/Keypoints/Train/a189.jpg,mtddh_kp::a189,a189,Dataset1/Keypoints/Train/a189.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a189.jpg,train,1256,937,128.0,86.0,941.0,703.0,8,"[272, 429, 2, 375, 474, 2, 305, 520, 1, 284, 560, 2, 927, 400, 2, 832, 457, 2, 918, 487, 1, 924, 532, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2758,2828,1,"[[1068.9, 86.1, 1068.9, 789.4, 128.1, 789.4, 128.1, 86.1]]"
mtddh_kp::Dataset1/Keypoints/Train/a19.jpg,mtddh_kp::a19,a19,Dataset1/Keypoints/Train/a19.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a19.jpg,train,1152,856,196.0,75.0,783.0,560.0,8,"[304, 339, 2, 402, 376, 2, 338, 406, 2, 330, 444, 2, 848, 367, 2, 753, 395, 2, 804, 436, 2, 819, 466, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2759,2829,1,"[[978.8, 75.4, 978.8, 635.2, 196.4, 635.2, 196.4, 75.4]]"
mtddh_kp::Dataset1/Keypoints/Train/a190.jpg,mtddh_kp::a190,a190,Dataset1/Keypoints/Train/a190.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a190.jpg,train,988,772,101.0,119.0,759.0,567.0,8,"[218, 396, 2, 294, 439, 2, 237, 470, 2, 223, 507, 2, 751, 389, 2, 662, 431, 2, 719, 464, 2, 738, 500, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2760,2830,1,"[[860.3, 118.7, 860.3, 686.1, 101.0, 686.1, 101.0, 118.7]]"
mtddh_kp::Dataset1/Keypoints/Train/a191.jpg,mtddh_kp::a191,a191,Dataset1/Keypoints/Train/a191.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a191.jpg,train,876,712,101.0,119.0,689.0,492.0,8,"[196, 364, 2, 288, 393, 2, 249, 434, 2, 231, 469, 2, 710, 321, 2, 619, 367, 2, 675, 397, 2, 694, 434, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2761,2831,1,"[[789.6, 118.6, 789.6, 610.8, 101.2, 610.8, 101.2, 118.6]]"
mtddh_kp::Dataset1/Keypoints/Train/a192.jpg,mtddh_kp::a192,a192,Dataset1/Keypoints/Train/a192.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a192.jpg,train,1005,608,193.0,38.0,665.0,471.0,8,"[287, 254, 2, 367, 298, 2, 314, 317, 2, 298, 350, 2, 761, 320, 2, 679, 339, 2, 725, 377, 2, 738, 415, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2762,2832,1,"[[858.3, 37.9, 858.3, 509.1, 193.0, 509.1, 193.0, 37.9]]"
mtddh_kp::Dataset1/Keypoints/Train/a193.jpg,mtddh_kp::a193,a193,Dataset1/Keypoints/Train/a193.jpg,C:\Users\pvppv\Desktop\roo\MTDDH\Dataset1\Keypoints\Train\a193.jpg,train,1301,1077,65.0,44.0,1060.0,859.0,8,"[254, 521, 2, 388, 567, 2, 293, 591, 2, 297, 627, 2, 965, 483, 2, 835, 534, 2, 924, 552, 2, 933, 593, 2]",MTDDH,MTDDH_Keypoints,mtddh_kp,2763,2833,1,"[[1125.4, 43.5, 1125.4, 903.1, 64.8, 903.1, 64.8, 43.5]]"
